nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles	img_url_asset
nm00014251	Krzysztof Kieslowski	1941	1996	writer,director,actor	tt0111495,tt0101765,tt0108394,tt0095468	https://image.tmdb.org/t/p/{width_variable}/8wxPNOV9dg7EDHAFrRdJf6BitMl.jpg
nm00014291	Takeshi Kitano	1947	\N	actor,writer,director	tt0199683,tt0363226,tt0119250,tt0108188	https://image.tmdb.org/t/p/{width_variable}/9fyYreFJT8CPe8Ok2y1LE0btNYS.jpg
nm00014651	Elmore Leonard	1925	2013	writer,producer,miscellaneous	tt0113161,tt1489428,tt0120780,tt0119396	https://image.tmdb.org/t/p/{width_variable}/ySaeTcnv4jIgtSbWSkfYaXKU9fN.jpg
nm00014721	Jet Li	1963	\N	actor,producer,miscellaneous	tt0913968,tt0267804,tt0271027,tt0446059	https://image.tmdb.org/t/p/{width_variable}/c4s8INzU0ZAujCQ1YmphCmcsNzl.jpg
nm00014871	John Lynch	1961	\N	actor,writer,assistant_director	tt1181791,tt0107207,tt0108071,tt0181311	https://image.tmdb.org/t/p/{width_variable}/4TG8HYZ5SEFh1Yk5CCG4fXD55j9.jpg
nm00015011	Louis Malle	1932	1995	director,writer,producer	tt0080388,tt0092593,tt0051378,tt0071733	https://image.tmdb.org/t/p/{width_variable}/5VodHnsO1oMI4mgN6RoXV4stibz.jpg
nm00015051	Joe Mantegna	1947	\N	actor,producer,director	tt0099674,tt0109190,tt0108065,tt0120533	https://image.tmdb.org/t/p/{width_variable}/stDNYeOPWhLVBweJHPkB9ZHpKTP.jpg
nm00015501	Cathy Moriarty	1960	\N	actress,soundtrack	tt1038919,tt0102951,tt0081398,tt0289848	https://image.tmdb.org/t/p/{width_variable}/g5pXUDGH30egsCq9eTDrsikFAYk.jpg
nm00015921	Joe Pantoliano	1951	\N	actor,producer,writer	tt0115736,tt0112442,tt0209144,tt0133093	https://image.tmdb.org/t/p/{width_variable}/cXMOad9KKVBK1lg8EjEbcNPn1OT.jpg
nm00015951	Michael Paré	1958	\N	actor,director,producer	tt0119313,tt1838544,tt0159097,tt1189340	https://image.tmdb.org/t/p/{width_variable}/jxrXW8OL6hwJgtJgePdMO5yHuAM.jpg
nm00016131	Bernadette Peters	1948	\N	actress,soundtrack	tt0079367,tt0176357,tt0082894,tt0118617	https://image.tmdb.org/t/p/{width_variable}/x2hZ6AsIAfb5t512Q72SYtdNdZf.jpg
nm00016261	Christopher Plummer	1929	2021	actor,soundtrack,producer	tt0140352,tt5294550,tt3704050,tt1532503	https://image.tmdb.org/t/p/{width_variable}/iZh3s9Vy9vYD4DYnAda6C1kdeco.jpg
nm00016361	Priscilla Presley	1945	\N	actress,producer,writer	tt0098987,tt0102510,tt0095705,tt0110622	https://image.tmdb.org/t/p/{width_variable}/qS3o1a2rIUS2suDVtEkpCvj6T6Q.jpg
nm00016371	Vincent Price	1911	1993	actor,soundtrack,miscellaneous	tt0051744,tt0049833,tt0037008,tt0066740	https://image.tmdb.org/t/p/{width_variable}/zhIh0YkweGOjiARx0wKhzdpB6kS.jpg
nm00016571	Oliver Reed	1938	1999	actor,soundtrack	tt0073012,tt0172495,tt0078908,tt0063385	https://image.tmdb.org/t/p/{width_variable}/dWfotc1X71wNCGyPO9hXpv8U9Gw.jpg
nm00016691	Miranda Richardson	1958	\N	actress,soundtrack	tt0278731,tt0274558,tt0162661,tt0104036	https://image.tmdb.org/t/p/{width_variable}/2IEW3fxqHb4AHBl5xU8JuipJbNK.jpg
nm00016981	John Savage	\N	\N	actor,producer,soundtrack	tt0079261,tt0077416,tt0783640,tt0120863	https://image.tmdb.org/t/p/{width_variable}/exzL5D7RSnIepF9FsFlzCs248he.jpg
nm00017141	Campbell Scott	1961	\N	actor,producer,director	tt0115678,tt1872181,tt0105415,tt0299117	https://image.tmdb.org/t/p/{width_variable}/lJCxZpQru76zBeuZGxc0Gm5Pm9y.jpg
nm00017391	Jean Simmons	1929	2010	actress,soundtrack	tt0048140,tt0054331,tt0085101,tt0040416	https://image.tmdb.org/t/p/{width_variable}/cZzN4KT4fLb7CE5UalCya9MlzpJ.jpg
nm00017431	Marc Singer	1948	\N	actor,soundtrack,director	tt0085106,tt0083630,tt0086822,tt0101412	https://image.tmdb.org/t/p/{width_variable}/npgKM5FfPKnAukzV11pXOlLeBnZ.jpg
nm00017581	Timothy Spall	1957	\N	actor,soundtrack,producer	tt0408236,tt0259711,tt0117589,tt2473794	https://image.tmdb.org/t/p/{width_variable}/kcXnzkIPUHgCFtWQ7sUjQCrSIME.jpg
nm00017671	Imelda Staunton	1956	\N	actress,soundtrack	tt0373889,tt0383694,tt0138097,tt3169706	https://image.tmdb.org/t/p/{width_variable}/tABRYOHUQeaUCAqrelJV5ZHjl1W.jpg
nm00017771	Dean Stockwell	1936	2021	actor,soundtrack,director	tt0087884,tt0095593,tt0096684,tt0087182	https://image.tmdb.org/t/p/{width_variable}/gdHo8LNElMf1XxoRYgi0UUzbJuB.jpg
nm00017891	Andrei Tarkovsky	1932	1986	miscellaneous,writer,director	tt0060107,tt0069293,tt0086022,tt0091670	https://image.tmdb.org/t/p/{width_variable}/j0toVLrgLNuyGnUxGPnSfnPiSf5.jpg
nm00017961	Richard Thomas	1951	\N	actor,director,producer	tt0185014,tt0099864,tt0068149,tt0080421	https://image.tmdb.org/t/p/{width_variable}/yLV41csipJfb7qF135vD4Wu7VQH.jpg
nm00018021	Nancy Travis	1961	\N	actress,soundtrack,producer	tt0098966,tt0108174,tt0108473,tt0866437	https://image.tmdb.org/t/p/{width_variable}/8NVTIgCYB6H0GrAwNPLwdU92pdt.jpg
nm00018201	Abe Vigoda	1921	2016	actor	tt0068646,tt0072472,tt0119215,tt0071562	https://image.tmdb.org/t/p/{width_variable}/luWKPNb58IgJ2ovrtgPAzHGLLYL.jpg
nm00018211	Jan-Michael Vincent	1944	2019	actor,producer,soundtrack	tt0075393,tt0068931,tt0072705,tt0118789	https://image.tmdb.org/t/p/{width_variable}/6UTYjmRiqGKbVt6em01UWMWirIZ.jpg
nm00018291	Rachel Ward	1957	\N	actress,director,writer	tt0083064,tt0086859,tt0085101,tt0083798	https://image.tmdb.org/t/p/{width_variable}/8jksGCUaR1MgWSo2nqxY7SCSyYj.jpg
nm00018361	Steven Weber	1961	\N	actor,producer,soundtrack	tt0105414,tt0112896,tt0118460,tt0093137	https://image.tmdb.org/t/p/{width_variable}/8FtkapenCOpe39eE1sQus5WLWAq.jpg
nm00018761	Catherine Zeta-Jones	1969	\N	actress,soundtrack	tt0137494,tt0299658,tt0120746,tt0181865	https://image.tmdb.org/t/p/{width_variable}/9VE0zNIs11aD9BHCKiGAZEIE5c8.jpg
nm00018771	Hans Zimmer	1957	\N	music_department,composer,soundtrack	tt1160419,tt0172495,tt5013056,tt1375666	https://image.tmdb.org/t/p/{width_variable}/tpQnDeHY15szIXvpnhlprufz4d.jpg
nm00018841	Max von Sydow	1929	2020	actor,miscellaneous,soundtrack	tt0181689,tt0080745,tt0050976,tt0477302	https://image.tmdb.org/t/p/{width_variable}/aUFBsGCN6qpcjsF14LccMzE5ye7.jpg
nm00018991	Remi Adefarasin	1948	\N	cinematographer,camera_department	tt2719848,tt0127536,tt0414055,tt0416320	https://image.tmdb.org/t/p/{width_variable}/2cHMlJMxjtEbjujY0dMdOEVlgV4.jpg
nm00019021	Edward Albert	1951	2006	actor,soundtrack,miscellaneous	tt0068326,tt0493406,tt0082431,tt0074899	https://image.tmdb.org/t/p/{width_variable}/d8K96yNansh7tVM5MGEMBbaloX0.jpg
nm00019101	Kenneth Anger	1927	2023	director,writer,editor	tt0489572,tt0489546,tt0039383,tt1568152	https://image.tmdb.org/t/p/{width_variable}/gspoSoEjQSpBKBQx3g9frjFOM7f.jpg
nm00019151	Emile Ardolino	1943	1993	director,producer,miscellaneous	tt0149439,tt0107065,tt0092890,tt0085655	https://image.tmdb.org/t/p/{width_variable}/zWQ87XisfPtlSHjnfl9XMCYZcu6.jpg
nm00019171	Pedro Armendáriz Jr.	1940	2011	actor,producer,soundtrack	tt0236493,tt0097742,tt0120746,tt0285823	https://image.tmdb.org/t/p/{width_variable}/ngvcAFirJ6M7n8oO6FvgRYeIsX8.jpg
nm00019901	Elpidia Carrillo	1961	\N	actress,producer,director	tt0100403,tt0093773,tt0091886,tt0420015	https://image.tmdb.org/t/p/{width_variable}/xWlHSiYShbx8Abd1XFUqZw5xZOO.jpg
nm00020051	Agatha Christie	1890	1976	writer	tt0051201,tt1869347,tt3402236,tt1349600	https://image.tmdb.org/t/p/{width_variable}/1L4su640toYra8iuG3r8WP2pPth.jpg
nm00020321	Roger Daltrey	1944	\N	music_artist,actor,soundtrack	tt0073298,tt0093936,tt0093437,tt0073812	https://image.tmdb.org/t/p/{width_variable}/wQUIoUytxAoqaMpq2jW51v4CLhJ.jpg
nm00020411	Dean Devlin	1962	\N	producer,writer,actor	tt0120685,tt0116629,tt0111282,tt1628841	https://image.tmdb.org/t/p/{width_variable}/lO8HDHI3aVrpVubWb2DH1jeqM40.jpg
nm00020431	Madhuri Dixit	1967	\N	actress,music_department,soundtrack	tt2178470,tt0118983,tt0238936,tt2675978	https://image.tmdb.org/t/p/{width_variable}/f2ZF9mVqyLS924NW7xFrvzXeDDR.jpg
nm00020591	Lisa Eichhorn	1952	\N	actress,writer,producer	tt0108473,tt2194499,tt0082220,tt0079123	https://image.tmdb.org/t/p/{width_variable}/gMKTeKne8A3E8p5HxwOCX5Wts1A.jpg
nm00020661	Ramon Estevez	1963	\N	producer,actor,writer	tt4820224,tt0101531,tt6360810,tt1986770	\N
nm00020811	Edward Fox	1937	\N	actor,producer,miscellaneous	tt0075784,tt0069947,tt0083987,tt0086006	https://image.tmdb.org/t/p/{width_variable}/mRAgZvRscftn6roAKdLQwrrrWrS.jpg
nm00020861	Lucio Fulci	1927	1996	writer,director,actor	tt0087759,tt0080057,tt0084719,tt0081318	https://image.tmdb.org/t/p/{width_variable}/wpkbGp2A6HYpH2QZqI9WRSnzxUy.jpg
nm00020871	Samuel Fuller	1912	1997	writer,director,actor	tt0044072,tt0057495,tt0046187,tt0047073	https://image.tmdb.org/t/p/{width_variable}/yC1rWSkV8crevItmlRz056GOTMf.jpg
nm00021171	Paul Guilfoyle	\N	\N	actor	tt0119942,tt0118571,tt0119488,tt5853176	https://image.tmdb.org/t/p/{width_variable}/c7unxeM13lF9pMhZhYwlNsSFjFe.jpg
nm00021611	Hans Albers	1891	1960	actor,soundtrack,producer	tt0022869,tt0030730,tt0021681,tt1244668	https://image.tmdb.org/t/p/{width_variable}/x1s3RdddpAfjNXVhYJqjAskklUV.jpg
nm00021621	Henri Alekan	1909	2001	cinematographer,camera_department,director	tt0084829,tt0093191,tt0038348,tt0046250	https://image.tmdb.org/t/p/{width_variable}/rL2bZDa889sNXZOxfPwieE9ZzBb.jpg
nm00021721	Mukul Anand	1951	1997	director,writer,producer	tt0092026,tt0098999,tt0104607,tt13782010	https://image.tmdb.org/t/p/{width_variable}/y5uX0ud9LmbxAeqdkDj9VRtPZ83.jpg
nm00021741	Yves Angelo	1956	\N	cinematographer,camera_department,director	tt0119853,tt0297301,tt0153588,tt0109454	https://image.tmdb.org/t/p/{width_variable}/8MxSOC3x1Uch1GNDC8IHYvzKTrC.jpg
nm00021811	Imanol Arias	1956	\N	actor,director,producer	tt0302447,tt0093458,tt0222534,tt0119974	https://image.tmdb.org/t/p/{width_variable}/lbBiRaDzDzojfs6VbMfgzsf6QnI.jpg
nm00021981	Charles Aznavour	1924	2018	soundtrack,actor,music_department	tt0054389,tt0125439,tt10749896,tt0120663	https://image.tmdb.org/t/p/{width_variable}/zAWJHQT4hY0ELK6aaSXRoAgEJbT.jpg
nm00022591	Danny Nowak	1959	\N	cinematographer,camera_department,miscellaneous	tt0460780,tt0165929,tt6195094,tt6491178	\N
nm00023011	Carl Davis	1936	2023	composer,music_department,soundtrack	tt0397786,tt0017925,tt0082416,tt0021749	https://image.tmdb.org/t/p/{width_variable}/6DKmgez2sJ6FfQ0vkLEPUx2RGUQ.jpg
nm00023361	Declan Quinn	1957	\N	cinematographer,camera_department,producer	tt9827834,tt8503618,tt10795574,tt0411195	\N
nm00023701	J.A.C. Redford	1953	\N	composer,music_department,soundtrack	tt0499549,tt0096560,tt1385826,tt0120647	https://image.tmdb.org/t/p/{width_variable}/7G05xf4fO91Asc3fFrKYJVI5H1j.jpg
nm00023761	David Hare	1947	\N	writer,director,producer	tt0274558,tt0976051,tt0090310,tt1797469	https://image.tmdb.org/t/p/{width_variable}/fbS6ii117N26KBRceAQo9zTBmNW.jpg
nm00024141	Paul Chihara	1938	\N	composer,music_department,soundtrack	tt0165042,tt0149439,tt0368222,tt0072856	\N
nm00024451	Bob Shayne	\N	\N	writer,producer,miscellaneous	tt0081930,tt0093850,tt0085110,tt0108219	\N
nm00025731	Bill Corcoran	\N	\N	director,assistant_director,producer	tt0138959,tt0115763,tt0118480,tt7349950	https://image.tmdb.org/t/p/{width_variable}/wbp8xIJqdKDhQhWUpwAyIxoK0v0.jpg
nm00026631	Diane Ladd	1935	\N	actress,soundtrack,director	tt0071315,tt2446980,tt0071115,tt0100935	https://image.tmdb.org/t/p/{width_variable}/2fmurzpgqZFYc8JzS64PHt0amon.jpg
nm00027931	Antony Thomas	1940	\N	director,writer,producer	tt0133302,tt0388574,tt0096154,tt0277667	\N
nm00027971	Ricardo Franco	1949	1998	director,writer,actor	tt0176912,tt0073518,tt0118788,tt0094729	\N
nm00029101	Gianni Lepre	1947	\N	director,writer	tt0307850,tt0211131,tt1812418,tt0224815	\N
nm00030161	John Gilbert	\N	\N	editor,producer,writer	tt6306064,tt0412080,tt0120737,tt2119532	https://image.tmdb.org/t/p/{width_variable}/ufM71myMJXsthrzWJ1SesTmhZJm.jpg
nm00031381	Nicholas Josef von Sternberg	1951	\N	cinematographer,camera_department	tt0109545,tt0220767,tt0077409,tt0087523	\N
nm00031411	Alan Bennett	1934	\N	actor,writer,producer	tt0110428,tt3722070,tt0093776,tt0464049	https://image.tmdb.org/t/p/{width_variable}/2f6juvY5JDxH8Bzvr5lduY3RSRd.jpg
nm00031671	Jace Alexander	1964	\N	director,producer,actor	tt0092493,tt1132290,tt0095082,tt0112697	\N
nm00032181	Alain Robillard	1962	\N	writer,producer,director	tt0759057,tt0381551,tt0108835,tt4324330	\N
nm00033091	Steve Schoenberg	\N	\N	editorial_department,writer,editor	tt0107050,tt0104952,tt0282883,tt0118655	\N
nm00033671	Peter Bernstein	1951	\N	composer,music_department,soundtrack	tt0120891,tt2463208,tt0087332,tt0118747	https://image.tmdb.org/t/p/{width_variable}/eYOK5FS01EeusMmTz6jbRdwQYjL.jpg
nm00033721	Chris Seager	1949	\N	cinematographer,camera_department	tt0489974,tt0944947,tt4604612,tt5114840	https://image.tmdb.org/t/p/{width_variable}/yw9YT2Ok1xBPz9wyOO2mgdKPmg.jpg
nm00033891	Kandice King	\N	\N	producer,writer,director	tt0207036,tt0098100,tt4737992,tt7984380	\N
nm00034101	Howard Heard	\N	\N	editor,editorial_department,production_manager	tt1131732,tt3153582,tt0095360,tt0086200	\N
nm00035171	Jean Beaudoin	\N	\N	editor,editorial_department,producer	tt0119674,tt2277932,tt0240278,tt0112335	\N
nm00035741	Maurice Jarre	1924	2009	composer,music_department,soundtrack	tt0059113,tt0090329,tt0056172,tt0099653	https://image.tmdb.org/t/p/{width_variable}/44sZGwLqOKdHIkP3Mbz4ArXHT3w.jpg
nm00036061	Philippe de Broca	1933	2004	director,writer,actor	tt0055832,tt0053964,tt0058203,tt0054621	https://image.tmdb.org/t/p/{width_variable}/78DpaNfRB0kSDVzWeeOxYiYHBjt.jpg
nm00036071	Nicola Piovani	1946	\N	composer,soundtrack,music_department	tt0118799,tt0419198,tt0091113,tt0208990	https://image.tmdb.org/t/p/{width_variable}/56tRfEIn4RBPhjJ7JOGCOtTZApU.jpg
nm00036701	Andreas Morell	1946	\N	director,writer,cinematographer	tt4791168,tt0430662,tt0447812,tt1461962	\N
nm00036941	Michael B. Druxman	1941	\N	writer,miscellaneous,actor	tt0292634,tt0063006,tt0232098,tt0235353	\N
nm00037981	Donald Martin	\N	\N	writer,producer,miscellaneous	tt8338076,tt2806390,tt13978306,tt10344986	https://image.tmdb.org/t/p/{width_variable}/4n157vwUZWBETl5UG6GwOPfHO9h.jpg
nm00039091	Michael Lonsdale	1931	2020	actor,writer,soundtrack	tt0069947,tt0408306,tt0122690,tt0079574	https://image.tmdb.org/t/p/{width_variable}/lQZktsBj1CFbIEIpXOZp55kCiB5.jpg
nm00039941	Christian Williams	\N	\N	writer,producer,miscellaneous	tt0098761,tt0248654,tt0111999,tt0092320	\N
nm00042871	Alex Thomson	1929	2007	camera_department,cinematographer,visual_effects	tt0116477,tt0120053,tt0082348,tt0089469	https://image.tmdb.org/t/p/{width_variable}/domqBVvZGOJbO2VrpevvvxEhjbE.jpg
nm00043681	Stanley Myers	1933	1993	composer,music_department,soundtrack	tt0418763,tt0100944,tt0093776,tt0077416	https://image.tmdb.org/t/p/{width_variable}/7T5IKuSbTZglaLeHVGbtlvc7XVD.jpg
nm00043721	Gary Graver	1938	2006	cinematographer,director,camera_department	tt0082004,tt0129510,tt0178845,tt0121549	https://image.tmdb.org/t/p/{width_variable}/hgxyf9QroD3VyKefTXt8ymxCP2t.jpg
nm00043841	Wojciech Kilar	1932	2013	composer,soundtrack,music_department	tt0103874,tt0142688,tt0253474,tt0109579	https://image.tmdb.org/t/p/{width_variable}/cYhKap8Z8WAo4eXJozBpsZBzxrL.jpg
nm00044161	S.P. Balasubrahmanyam	1946	2020	music_artist,music_department,soundtrack	tt1305797,tt0100095,tt0082314,tt0109117	https://image.tmdb.org/t/p/{width_variable}/vKcUYibvLFRPADiNwQtl27e1STy.jpg
nm00044431	Fiachra Trench	1941	\N	music_department,soundtrack,composer	tt0213149,tt0236784,tt0095016,tt4139588	\N
nm00044531	Arthur Cohn	1927	\N	producer,production_manager,executive	tt5459382,tt0372824,tt0140888,tt0291003	https://image.tmdb.org/t/p/{width_variable}/4elUZlTRNjY7OzzIY44Dg7zBfyH.jpg
nm00045691	Sanjay Dutt	1959	\N	actor,music_department,producer	tt0456144,tt1849718,tt0374887,tt0294662	https://image.tmdb.org/t/p/{width_variable}/zhYAdzlDMbhWr8ZBVDK02nrwnOJ.jpg
nm00045821	Jeff Danna	1964	\N	composer,music_department,soundtrack	tt0318627,tt0144117,tt1054606,tt7146812	https://image.tmdb.org/t/p/{width_variable}/zaDjp7SHmSAw0lbhyet5gijUCZO.jpg
nm00046771	Ivan Rogers	1954	2010	actor,producer,writer	tt0125029,tt0094917,tt0245904,tt0190846	\N
nm00048851	Fred Dryer	1946	\N	actor,producer,writer	tt0086734,tt0092854,tt0112039,tt0361192	https://image.tmdb.org/t/p/{width_variable}/mrcSBSamJiU7mxumenKsRzk7go4.jpg
nm00050331	Sammo Kam-Bo Hung	1952	\N	actor,stunts,producer	tt1386932,tt0085211,tt1220719,tt0085127	https://image.tmdb.org/t/p/{width_variable}/AsB9uRDQWdIbFGnkICEl8I2gDWn.jpg
nm00051621	Robert Loggia	1930	2015	actor,director,soundtrack	tt0086250,tt0094737,tt0116629,tt0116922	https://image.tmdb.org/t/p/{width_variable}/mRSUgJnfprCNw83pyVfpfW7ryfK.jpg
nm00051911	Paula Marshall	1964	\N	actress,camera_department,producer	tt1229401,tt0320030,tt0904208,tt0168326	https://image.tmdb.org/t/p/{width_variable}/rBmk7DDOYHempHWrPnijRvPDFaW.jpg
nm00052161	Janet McTeer	1961	\N	actress,writer,producer	tt0161023,tt2674426,tt1602098,tt3410834	https://image.tmdb.org/t/p/{width_variable}/qOKAI6aunD4J5MXiwwomAhI3jI2.jpg
nm00053011	Amanda Pays	1959	\N	actress	tt0092402,tt0097737,tt3107288,tt0089568	https://image.tmdb.org/t/p/{width_variable}/ryDAKAA5bR8dqB7rDp7pDvTqT7z.jpg
nm00053311	Francesco Quinn	1963	2011	actor,miscellaneous,director	tt0452046,tt0091763,tt1399103,tt0892318	https://image.tmdb.org/t/p/{width_variable}/5afSAq8iusKG5i9SDSgZV9xHJuM.jpg
nm00055711	Lisa Zane	\N	\N	actress,soundtrack,writer	tt1372686,tt0101917,tt0117217,tt0166276	https://image.tmdb.org/t/p/{width_variable}/g4Q4T0masimLt6qWw2ZdPuSxMhR.jpg
nm00056441	Lucien Ballard	1904	1988	cinematographer,camera_department,miscellaneous	tt0049406,tt0063415,tt0068638,tt0065214	https://image.tmdb.org/t/p/{width_variable}/iZonD2w5n4DVDzpWH5AzfKgHOb2.jpg
nm00056551	Renato Berta	1945	\N	cinematographer,camera_department,director	tt11012320,tt9526392,tt0092593,tt0105908	https://image.tmdb.org/t/p/{width_variable}/fXjRoyeehudjs0kqsMv5yBt7b0U.jpg
nm00056861	Tonino Delli Colli	1922	2005	cinematographer,camera_department,actor	tt0118799,tt0104779,tt0091605,tt0087843	https://image.tmdb.org/t/p/{width_variable}/sgr90whx93wMsLqRTFUzETI3Z8U.jpg
nm00056881	Carlo Di Palma	1925	2004	cinematographer,camera_department,director	tt0107507,tt0069361,tt0060176,tt0113819	https://image.tmdb.org/t/p/{width_variable}/i9bOfpLR2V68gGYv0yqJkjF6qiT.jpg
nm00057151	Ronald Víctor García	\N	\N	cinematographer,director,writer	tt0099493,tt0140613,tt0107619,tt0105665	https://image.tmdb.org/t/p/{width_variable}/iMrp8gIvub3hjyIB6lCwBIQ7BGS.jpg
nm00057451	Silvano Ippoliti	1923	1994	cinematographer,camera_department	tt0080491,tt0092720,tt0089598,tt0087481	\N
nm00057541	Avraham Karpick	\N	\N	cinematographer,camera_department,actor	tt0089421,tt0116987,tt0113719,tt2568204	\N
nm00057651	Luigi Kuveiller	1927	2013	cinematographer,camera_department	tt0053619,tt0073582,tt0085327,tt0065119	\N
nm00057671	Edward Lachman	1948	\N	cinematographer,camera_department,director	tt0209077,tt0297884,tt0368794,tt2402927	https://image.tmdb.org/t/p/{width_variable}/15SoWw6RLaIzrdZY4NCam0McGBM.jpg
nm00057761	Karl Walter Lindenlaub	1957	\N	cinematographer,camera_department,writer	tt0111282,tt0097910,tt0116629,tt0119395	\N
nm00057771	Dietrich Lohmann	1943	1997	cinematographer,camera_department,writer	tt0119874,tt0064536,tt0120647,tt0067163	\N
nm00057901	Alfredo Mayo	\N	\N	camera_department,cinematographer	tt0227277,tt0214608,tt0101026,tt0104788	\N
nm00057991	Elfi Mikesch	1940	\N	cinematographer,director,writer	tt0102383,tt2999826,tt0163001,tt0162953	https://image.tmdb.org/t/p/{width_variable}/7sVAxUTEgrBDZ2WSnWG8tVzz6eK.jpg
nm00058301	Tomislav Pinter	1926	2008	cinematographer,camera_department	tt0421068,tt0360456,tt0283509,tt0179788	\N
nm00058811	Mike Southon	\N	\N	cinematographer,camera_department,director	tt0119227,tt0297012,tt0238552	\N
nm00059141	Gérard Vandenberg	1932	1999	cinematographer,director,writer	tt0163052,tt0090806,tt0060158,tt0059153	\N
nm00059201	Esa Vuorinen	1945	\N	cinematographer,actor,camera_department	tt0078186,tt0099673,tt0104588,tt0205027	\N
nm00059481	Jorge Arriagada	1943	\N	composer,soundtrack,actor	tt2207050,tt20259142,tt0105045,tt0101584	https://image.tmdb.org/t/p/{width_variable}/zf99gSiTF63GgOhRNYsEp4j8czk.jpg
nm00059531	Luis Bacalov	1933	2017	composer,soundtrack,music_department	tt0110877,tt0266697,tt1853728,tt0060315	https://image.tmdb.org/t/p/{width_variable}/d9hYl7eX4KxIz4wZ9psdKjxmaSF.jpg
nm00059631	Nick Bicât	1949	\N	composer,music_department,soundtrack	tt0383694,tt0364254,tt0114099,tt0124241	\N
nm00059701	Bernardo Bonezzi	1964	2012	composer,music_department,soundtrack	tt0113918,tt0101026,tt0100793,tt0095675	\N
nm00059721	Simon Boswell	1956	\N	composer,soundtrack,music_department	tt0113243,tt0111149,tt0140379,tt0099740	\N
nm00060011	Jay Chattaway	1946	\N	composer,soundtrack,music_department	tt0106145,tt0092455,tt0112178,tt0244365	\N
nm00060081	Stelvio Cipriani	1937	2018	composer,soundtrack,music_department	tt1028528,tt0462322,tt1334260,tt1638355	https://image.tmdb.org/t/p/{width_variable}/qtrsEv285HuZnGqHrBpCVLhT71S.jpg
nm00060091	Chuck Cirino	\N	\N	composer,cinematographer,visual_effects	tt0455583,tt11110938,tt0090837,tt0098193	\N
nm00060131	Bob Cobert	1924	2020	music_department,soundtrack,composer	tt1077368,tt0054574,tt0389860,tt3385516	https://image.tmdb.org/t/p/{width_variable}/pctpQ4sJhRSblesc1MtduaINl8S.jpg
nm00060421	François Dompierre	1943	\N	composer,soundtrack,music_department	tt0087683,tt0089567,tt0116554,tt0207363	\N
nm00060451	Steve Dorff	1949	\N	composer,music_department,soundtrack	tt0103855,tt0094514,tt0102266,tt0088527	https://image.tmdb.org/t/p/{width_variable}/mKSUNtiwBCX75aKUcLSK8aoSKE2.jpg
nm00060471	John Du Prez	1946	\N	music_department,composer,soundtrack	tt0103060,tt0100758,tt0095159,tt0081633	https://image.tmdb.org/t/p/{width_variable}/uWXb8ULORVj3NSJWIJCLSnATu98.jpg
nm00060571	Werner Eisbrenner	1908	1981	composer,music_department,soundtrack	tt0108052,tt0040016,tt0033297,tt0047173	\N
nm00061071	Joel Goldsmith	1957	2012	composer,soundtrack,music_department	tt0118480,tt0085894,tt0117731,tt0079945	\N
nm00061161	Christopher Gunning	1944	2023	composer,music_department,soundtrack	tt0094525,tt0108858,tt0450188,tt0092428	https://image.tmdb.org/t/p/{width_variable}/bCJMonfFuFChXhImdXu59O7v1Pv.jpg
nm00061221	Jan Hammer	1948	\N	composer,music_department,soundtrack	tt0160127,tt0120888,tt0086759,tt1366344	\N
nm00061651	Raúl Lavista	1913	1980	composer,music_department,soundtrack	tt0051090,tt0056732,tt0223777,tt0043647	https://image.tmdb.org/t/p/{width_variable}/f9HjW8Y0cI3lVZ2779wOvxUuWaU.jpg
nm00061661	Michel Legrand	1932	2019	composer,soundtrack,music_department	tt0063688,tt0086619,tt0067803,tt0058450	https://image.tmdb.org/t/p/{width_variable}/nkhKfgrBjWZ7BVuI8dZztkX7bcV.jpg
nm00061681	John Lennon	1940	1980	music_artist,soundtrack,composer	tt0078239,tt0058182,tt0059260,tt0063823	https://image.tmdb.org/t/p/{width_variable}/eoaFA3ekdmEhAtSZ3wb9gEm2TYh.jpg
nm00061691	Sylvester Levay	\N	\N	composer,music_department,soundtrack	tt0118749,tt0090859,tt0091225,tt0106519	\N
nm00061791	Stefano Mainetti	1957	\N	music_department,composer,miscellaneous	tt0127919,tt0174430,tt16310080,tt0408410	\N
nm00061891	Brian May	1934	1997	composer,music_department,soundtrack	tt0080453,tt0082694,tt0082432,tt0079501	\N
nm00062211	Riz Ortolani	1926	2014	composer,music_department,soundtrack	tt0061709,tt0266697,tt0780504,tt0089136	https://image.tmdb.org/t/p/{width_variable}/nFJdprMcg4MJTk9WP5BHfDQvCWm.jpg
nm00062271	Piero Piccioni	1921	2004	composer,soundtrack,music_department	tt0057345,tt0118715,tt1045658,tt0055399	https://image.tmdb.org/t/p/{width_variable}/ArFViJn3OmeE7CLXpyeg6yoku0B.jpg
nm00062301	Terry Plumeri	1944	2016	composer,music_department,soundtrack	tt0114226,tt0102592,tt0117640,tt0105680	\N
nm00062331	Michel Portal	1935	\N	composer,music_department,soundtrack	tt0088844,tt0084589,tt0085312,tt0092739	https://image.tmdb.org/t/p/{width_variable}/wBZIkqsjBJIKzp11AaoQRdggrsl.jpg
nm00062351	Rachel Portman	1960	\N	composer,music_department,soundtrack	tt0241303,tt0116191,tt1334260,tt0124315	https://image.tmdb.org/t/p/{width_variable}/Am3W0n5fPR7hepTR0c1X7RC1zZO.jpg
